010.000.1929.00,"AMPICILINA  TRIHIDRATADA DE 500 MG, TABLETA  O CÁPSULA,  ENVASE  CON 20 TABLETAS O CÁPSULAS.",20 TABLETAS O CÁPSULAS,PIH:269,ampicillin,81
010.000.0477.00,"BECLOMETASONA, DIPROPIONATO DE  10  MG,  SUSPENSIÓN   EN  AEROSOL, ENVASE CON INHALADOR  CON 200 DOSIS DE 50 µG.",ENVASE CON INHALADOR  CON 200 DOSIS DE50 MICROGRAMO,PIH:1240,beclomethasone,89
010.000.2508.00,"BECLOMETASONA, DIPROPIONATO DE DE 50 MG, SUSPENSIÓN  EN AEROSOL, ENVASE CON INHALADOR  CON 200 DOSIS DE 250 µG.",INHALADOR  CON 200 DOSIS DE  250 MICROGRAMO,PIH:1240,beclomethasone,89
010.000.0574.00,"CAPTOPRIL  DE 25 MG, TABLETA, ENVASE CON 30 TABLETAS.",30 TABLETAS,PIH:3182,captopril,100
010.000.1939.00,"CEFALEXINA  MONOHIDRATADA DE  500  MG,  TABLETA  O CÁPSULA,  ENVASE CON 20 TABLETAS O CÁPSULAS.",ENVASE CON 20 TABLETAS O CÁPSULAS.,CIEL:73087,cefalexin,90
010.000.4255.00,"CIPROFLOXACINO   MONOHIDRATADO,   CLORHIDRATO   DE    DE    250    MG, CÁPSULA O TABLETA, ENVASE CON 8 CÁPSULAS  O TABLETAS.",8 CÁPSULAS  Ó TABLETAS,PIH:740,ciprofloxacin,90
010.000.2132.00,"CLARITROMICINA DE 250 MG, TABLETA, ENVASE CON 10 TABLETAS.",10 TABLETAS,PIH:2459,clarithromycin,86
010.000.2030.00,"CLOROQUINA,  FOSFATO   DE   DE   150   MG,   TABLETA,   ENVASE   CON   1,000 TABLETAS.",1000 TABLETAS,PIH:98,chloroquine phosphate,81
010.000.2714.00,"COMPLEJO   B  DE  TIAMINA,   MONONITRATO  DE,  100MG,  PIRIDOXINA   5  MG, CIANOCOBALAMINA 50 µG, TABLETA, COMPRIMIDO  O CÁPSULA,  ENVASE CON 30 TABLETAS,  COMPRIMIDOS O CÁPSULAS.","30 TABLETAS, COMPRIMIDOS O CÁPSULAS",CIEL:84995,thiamine,-
010.000.0906.00,"DAPSONA DE 100 MG, TABLETA, ENVASE CON 1,000 TABLETAS.",1000 TABLETAS,PIH:92,dapsone,86
010.000.3417.00,"DICLOFENACO SÓDICO  DE  100  MG,  CÁPSULA  O  GRAGEA  DE  LIBERACIÓN PROLONGADA, ENVASE CON 20 CÁPSULAS  O GRAGEAS.",20 CÁPSULAS  O GRAGEAS,CIEL:74782,diclofenac sodium,82
010.000.0503.00,"DIGOXINA   DE  0.05  MG  /  ML,  ELÍXIR,   ENVASE   CON  60  ML  CON  GOTERO CALIBRADO  DE  1  ML  INTEGRADO  O ADJUNTO  AL  FRASCO  Y LE  SIRVE  DE TAPA.",ENVASE CON 60 ML,PIH:3488,digoxin,93
010.000.0504.00,"DIGOXINA   DE  0.5   MG  /  2  ML,   SOLUCIÓN   INYECTABLE,   ENVASE   CON   6 AMPOLLETAS DE 2 ML.",6 AMPOLLETAS DE 2 ML,PIH:3488,digoxin,93
010.000.0502.00,"DIGOXINA DE 0.25 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,PIH:3488,digoxin,93
010.000.2156.00,"ESPIRONOLACTONA DE 100 MG, TABLETA, ENVASE CON 30 TABLETAS.",30 TABLETAS,PIH:4061,spironolactone,90
010.000.2304.00,"ESPIRONOLACTONA DE 25 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,PIH:4061,spironolactone,90
010.000.2304.01,"ESPIRONOLACTONA DE 25 MG, TABLETA, ENVASE CON 30 TABLETAS.",30 TABLETAS,PIH:4061,spironolactone,90
010.000.2405.00,"ETAMBUTOL,   CLORHIDRATO  DE  DE  400  MG,  TABLETA,   ENVASE   CON  50 TABLETAS.",50 TABLETAS,PIH:745,ethambutol,95
010.000.4483.00,"FLUOXETINA,   CLORHIDRATO DE  DE  20  MG,  CÁPSULA  O TABLETA,  ENVASE CON 14 CÁPSULAS  O TABLETAS.",14 CÁPSULAS  O TABLETAS,CIEL:76553,fluoxetine hydrochloride,81
010.000.4483.01,"FLUOXETINA,   CLORHIDRATO DE  DE  20  MG,  CÁPSULA  O TABLETA,  ENVASE CON 28 CÁPSULAS  O TABLETAS.",28 CÁPSULAS  O TABLETAS,CIEL:76553,fluoxetine hydrochloride,81
010.000.2308.00,"FUROSEMIDA   DE  20  MG/2   ML,  SOLUCIÓN   INYECTABLE,   ENVASE   CON   5 AMPOLLETAS CON 2 ML.",5 AMPOLLETAS CON 2 ML,PIH:99,furosemide,90
010.000.2307.00,"FUROSEMIDA  DE 40 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,PIH:99,furosemide,90
010.000.1955.00,"GENTAMICINA, SULFATO DE DE 20 MG, SOLUCIÓN INYECTABLE,  ENVASE CON AMPOLLETA  CON 2 ML.",AMPOLLETA  CON 2 ML,PIH:100,gentamicin,95
010.000.1954.00,"GENTAMICINA, SULFATO DE DE 80 MG, SOLUCIÓN INYECTABLE,  ENVASE CON AMPOLLETA  CON 2 ML.",AMPOLLETA  CON 2 ML,PIH:100,gentamicin,95
010.000.1042.00,"GLIBENCLAMIDA DE 5 MG, TABLETA, ENVASE CON 50 TABLETAS.",50 TABLETAS,PIH:4046,glibenclamide,92
010.000.2301.00,"HIDROCLOROTIAZIDA DE 25 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,PIH:1243,hydrochlorothiazide,83
010.000.1050.01,"INSULINA HUMANA ISÓFANA ACCIÓN INTERMEDIA NPH (ORIGEN ADN RECOMBINANTE ) DE 100  UI / ML,  SUSPENSIÓN  INYECTABLE,  ENVASE  CON UN FRASCO ÁMPULA CON 10 ML.",UN FRASCO ÁMPULA CON 10 ML,CIEL:78068,insulin nph (human),86
010.000.2418.00,"ISONIAZIDA   -  RIFAMPICINA-PIRAZINAMIDA  -  CLORHIDRATO  DE  ETAMBUTOL DE 75 MG/150 MG/400 MG/300 MG, TABLETA, ENVASE CON 240 TABLETAS.",240 TABLETAS,PIH:656,isoniazid,95
010.000.2417.00,"ISONIAZIDA   Y  RIFAMPICINA   DE  400   MG/300   MG,   TABLETA   RECUBIERTA, ENVASE CON 90 TABLETAS RECUBIERTAS.",90 TABLETAS RECUBIERTAS,PIH:656,isoniazid,90
010.000.2404.00,"ISONIAZIDA  DE 100 MG, TABLETA, ENVASE CON 200 TABLETAS.",200 TABLETAS,PIH:656,isoniazid,95
010.000.0592.00,"ISOSORBIDA,  DINITRATO  DE DE 5 MG, TABLETA  SUBLINGUAL,  ENVASE  CON 20 TABLETAS SUBLINGUALES.",20 TABLETAS SUBLINGUALES,PIH:3428,isosorbide dinitrate,81
010.000.0593.00,"ISOSORBIDA,  DINITRATO DE DE 10 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,PIH:3428,isosorbide dinitrate,81
010.000.2016.00,"KETOCONAZOL DE 200 MG, TABLETA, ENVASE CON 10 TABLETAS.",10 TABLETAS,PIH:926,ketoconazole,96
010.000.4526.00,"LEVONORGESTREL DE 0.03 MG, GRAGEA, ENVASE CON 35 GRAGEAS.",35 GRAGEAS,PIH:1718,levonorgestrel,100
010.000.2210.00,"LEVONORGESTREL DE 0.750  MG,  COMPRIMIDO  O TABLETA,  ENVASE  CON 2 COMPRIMIDOS O TABLETAS.",ENVASE CON 2 COMPRIMIDOS O TABLETAS.,PIH:1718,levonorgestrel,100
010.000.2501.00,"LISINOPRIL  DE 10 MG, CÁPSULA  O TABLETA,  ENVASE  CON 30 CÁPSULAS  O TABLETAS.",30 CÁPSULAS  O TABLETAS,PIH:3183,lisinopril,100
010.000.4184.00,"LOPERAMIDA,   CLORHIDRATO   DE   DE   2   MG,   COMPRIMIDO,   TABLETA   O GRAGEA, ENVASE CON 12 COMPRIMIDOS, TABLETAS O GRAGEAS.","12 COMPRIMIDOS, TABLETAS O GRAGEAS",CIEL:79038,loperamide hydrochloride,81
010.000.2136.00,"MEBENDAZOL DE 100 MG, TABLETA, ENVASE CON 6 TABLETAS.",6 TABLETAS,PIH:244,mebendazole,95
010.000.5165.00,"METFORMINA,  CLORHIDRATO  DE  DE  850  MG,  TABLETA,   ENVASE   CON  30 TABLETAS.",30 TABLETAS,CIEL:79652,metformin hydrochloride,81
010.000.1243.00,"METOCLOPRAMIDA,  CLORHIDRATO  DE  DE  4  MG/ML,   SOLUCIÓN,   ENVASE FRASCO GOTERO CON 20 ML.",FRASCO GOTERO CON 20 ML,CIEL:79757,metoclopramide hydrochloride,84
010.000.1241.00,"METOCLOPRAMIDA, CLORHIDRATO DE  DE  10  MG,  SOLUCIÓN  INYECTABLE, ENVASE CON 6 AMPOLLETAS DE 2 ML.",6 AMPOLLETAS CON 2 ML,CIEL:79757,metoclopramide hydrochloride,84
010.000.1242.00,"METOCLOPRAMIDA, CLORHIDRATO DE DE 10 MG, TABLETA,  ENVASE  CON 20 TABLETAS.",20 TABLETAS,CIEL:79757,metoclopramide hydrochloride,84
010.000.1561.00,"METRONIDAZOL DE 500  MG,  ÓVULO  O TABLETA  VAGINAL,  ENVASE  CON  10 ÓVULOS O TABLETAS.",10 ÓVULOS O TABLETAS VAGINALES,PIH:237,metronidazole,96
010.000.1308.00,"METRONIDAZOL DE 500 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,PIH:237,metronidazole,96
010.000.1308.01,"METRONIDAZOL DE 500 MG, TABLETA, ENVASE CON 30 TABLETAS.",30 TABLETAS,PIH:237,metronidazole,96
010.000.0891.00,"MICONAZOL,  NITRATO DE DE 20 MG / G, CREMA, ENVASE CON 20 G.",ENVASE CON 20 G,PIH:918,miconazole nitrate,90
010.000.5383.00,"MULTIVITAMINAS (POLIVITAMINAS) Y MINERALES  DE VITAMINA  A, 2500 UI, D2, 200  UI,  E,  15.0  MG,  C,  60  MG,  TIAMINA,   1.05  MG,  RIBOFLAVINA,  1.2  MG, PIRIDOXINA,  1.05 MG, CIANOCOBALAMINA, 4.5 µG, NICOTINAMINA, 13.5 MG Y HIERRO    ELEMENTAL    10   MG/5   ML,   JARABE,    ENVASE    CON   240   ML   Y DOSIFICADOR.",ENVASE CON 240 ML,PIH:461,multivitamin,92
010.000.0597.00,"NIFEDIPINO   DE  10  MG,  CÁPSULA  DE  GELATINA  BLANDA,  ENVASE  CON  20 CÁPSULAS.",20 CÁPSULAS,PIH:250,nifedipine,90
010.000.0599.00,"NIFEDIPINO  DE 30 MG, COMPRIMIDO  DE LIBERACIÓN  PROLONGADA, ENVASE CON 30 COMPRIMIDOS.",30 COMPRIMIDOS,PIH:250,nifedipine,90
010.000.1566.00,"NISTATINA   DE  100  000  UI,  ÓVULO  O  TABLETA  VAGINAL,  ENVASE  CON  12 ÓVULOS O TABLETAS.",12 ÓVULOS O TABLETAS VAGINALES,PIH:919,nystatin,82
010.000.4260.00,"NISTATINA DE 2 400 000 UI / 24 ML, SUSPENSIÓN  ORAL, ENVASE PARA 24 ML.",ENVASE PARA 24 ML,PIH:919,nystatin,82
010.000.0106.00,"PARACETAMOL  DE  100  MG  /  ML,  SOLUCIÓN   ORAL,  ENVASE  CON  15  ML, GOTERO  CALIBRADO  A 0.5 Y 1 ML, INTEGRADO  O ADJUNTO  AL ENVASE  QUE SIRVE DE TAPA.",ENVASE CON GOTERO 15 ML,PIH:89,paracetamol,100
010.000.0514.02,"PARACETAMOL DE 100 MG, SUPOSITORIO, ENVASE CON 10 SUPOSITORIOS.",10 SUPOSITORIOS,PIH:89,paracetamol,100
010.000.0514.00,"PARACETAMOL DE 100 MG, SUPOSITORIO, ENVASE CON 3 SUPOSITORIOS.",3 SUPOSITORIOS,PIH:89,paracetamol,100
010.000.0514.01,"PARACETAMOL DE 100 MG, SUPOSITORIO, ENVASE CON 6 SUPOSITORIOS.",6 SUPOSITORIOS,PIH:89,paracetamol,100
010.000.0105.00,"PARACETAMOL DE 300 MG, SUPOSITORIO, ENVASE CON 3 SUPOSITORIOS.",3 SUPOSITORIOS,PIH:89,paracetamol,100
010.000.0104.00,"PARACETAMOL DE 500 MG, TABLETA, ENVASE CON 10 TABLETAS.",10 TABLETAS,PIH:89,paracetamol,100
010.000.0865.00,"PERMETRINA  DE 1 G/100 ML, SOLUCIÓN,  ENVASE CON 110 ML.",ENVASE CON 110 ML,CIEL:81834,permethrin,90
010.000.2413.00,"PIRAZINAMIDA DE 500 MG, TABLETA, ENVASE CON 50 TABLETAS.",50 TABLETAS,PIH:5829,pyrazinamide,83
010.000.0472.00,"PREDNISONA  (GT12) DE 5 MG, TABLETA, ENVASE CON 20 TABLETAS",20 TABLETAS,CIEL:82453,prednisone,90
010.000.0473.00,"PREDNISONA  DE 50 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:82453,prednisone,90
010.000.2032.00,"PRIMAQUINA,  FOSFATO DE DE 15 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:82521,primaquine,90
010.000.2031.00,"PRIMAQUINA,  FOSFATO DE DE 5 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:82521,primaquine,90
010.000.0539.00,"PROPRANOLOL,  CLORHIDRATO  DE  DE  10  MG,  TABLETA,  ENVASE  CON  30 TABLETAS.",30 TABLETAS,CIEL:82734,propranolol hydrochloride,90
010.000.0530.00,"PROPRANOLOL,  CLORHIDRATO  DE  DE  40  MG,  TABLETA,  ENVASE  CON  30 TABLETAS.",30 TABLETAS,CIEL:82734,propranolol hydrochloride,90
010.000.1233.00,"RANITIDINA,   CLORHIDRATO DE  DE  150  MG,  GRAGEA  O  TABLETA,  ENVASE CON 20 GRAGEAS O TABLETAS.",20 GRAGEAS O TABLETAS,PIH:923,ranitidine,90
010.000.2151.00,"RANITIDINA,  CLORHIDRATO DE DE 150 MG/10 ML, JARABE,  ENVASE  CON 200 ML.",ENVASE 200 ML,PIH:923,ranitidine,90
010.000.2410.00,"RIFAMPICINA  DE 100 MG / 5 ML, SUSPENSIÓN  ORAL,  ENVASE  CON 120 ML Y DOSIFICADOR.",ENVASE CON 120 ML,CIEL:767,Rifampin,-
010.000.2409.00,"RIFAMPICINA  DE 300 MG, CÁPSULA,  COMPRIMIDO  O TABLETA  RECUBIERTA, ENVASE CON 1000 CÁPSULAS,  COMPRIMIDOS O TABLETAS RECUBIERTAS.",1 000 CÁPSULAS  O COMPRIMIDOS O TABLETAS RECUBIERTAS,CIEL:767,Rifampin,-
010.000.0429.00,"SALBUTAMOL  Ó  SULFATO   DE  SALBUTAMOL  DE  20  MG,  SUSPENSIÓN   EN AEROSOL,  ENVASE CON INHALADOR  CON 200 DOSIS DE 100 µG.",ENVASE CON INHALADOR  CON 200 DOSIS DE100 MICROGRAMO,PIH:798,salbutamol,90
010.000.0431.00,"SALBUTAMOL Ó SULFATO  DE SALBUTAMOL DE 2 MG/5 ML, JARABE,  ENVASE CON 60 ML.",ENVASE CON 60 ML,PIH:798,salbutamol,90
010.000.4376.00,"VITAMINAS (POLIVITAMINAS) Y MINERALES  DE VITAMINA B1, B2, B6, B12, NIACINAMIDA, E, A, D3,  ÁCIDO  PANTOTÉNICO, SULFATO  FERROSO,  COBRE, MAGNESIO,    ZINC,    TABLETA,    CÁPSULA    O   GRAGEA,    ENVASE    CON    30 TABLETAS,  CÁPSULAS  O GRAGEAS.","30 TABLETAS, CÁPSULAS  O GRAGEAS",PIH:461,multivitamin,-
010.000.1098.00,"VITAMINAS A, C Y D DE PALMITATO DE RETINOL 7000 A 9000 UI, ÁCIDO ASCÓRBICO  80 A 125 MG, COLECALCIFEROL 1400 A 1800 UI/ML.,  SOLUCIÓN, ENVASE CON 15 ML.",ENVASE CON 15 ML,PIH:461,multivitamin,-
5186,ESOMEPRAZOL O PANTOPRAZOL O RABEPRAZOL U OMEPRAZOL O (AGRUPAMIENTO DE INHIBIDORES LA BOMBA DE PROTONES) TABLETA O GRAGEA O CáPSULA ESOMEPRAZOL 40 MG O PANTOPRAZOL 40 MG O RABEPRAZOL 20 MG U OMEPRAZOL 20 MG. ,"7, 14 tabletas o grageas o cápsulas",PIH:1244,omeprazole,81
SIN CLAVE,MISOPROSTROL CADA  TABLETA  CONTIENE:  MISOPROSTOL 200 µG  ENVASE CON 28 COMPRIMIDOS,ENVASE CON 28 COMPRIMIDOS.,CIEL:79984,misoprostol,90
