"129144","demencia degenerativa primaria tipo Alzheimer, de inicio en la edad presenil, con delusiones","es","F03"
"129193","Presenile Dementia with Paranoia","en","F03"
"129193","demencia presenil con paranoia","es","F03"
"132967","Non-Alcoholic Korsakoff's Psychosis","en","F04"
"132967","psicosis de Korsakoff no alcohólica","es","F04"
"110808","Wernicke-Korsakoff Syndrome","en","F04"
"110808","psicosis de Korsakoff","es","F04"
"151883","Amnesic Syndrome","en","F04"
"116477","Korsakoff's Psychosis","en","F04"
"147874","Benign Neonatal Convulsions","en","P90"
"147874","convulsiones neonatales benignas","es","P90"
"130010","Pneumonia in Q Fever","en","A78"
"130010","neumonía en la fiebre Q","es","A78"
"130021","Pneumocystosis Pneumonia","en","B59"
"130021","neumonía por Pneumocystis jiroveci","es","B59"
"137375","Infection by Pneumocystis Jiroveci","en","B59"
"137375","infección por Pneumocystis jiroveci","es","B59"
"118173","Filarial Infection and Dracontiasis","en","B72"
"118173","infección filárica y dracontiasis","es","B72"
"132468","Ocular Onchocerciasis","en","B73"
"132468","oncocercosis ocular","es","B73"
"137346","Infection by Trichuris Trichiura","en","B79"
"137346","infección por Trichuris trichiura","es","B79"
"137498","Infection by Aspiculuris","en","B80"
"137498","infección por Aspiculuris","es","B80"
"137207","Infestation by Sarcoptes","en","B86"
"137207","infestación por el Sarcoptes","es","B86"
"127165","Sarcoptic Mange","en","B86"
"127165","sarna sarcóptica","es","B86"
"134699","Mange","en","B86"
"134699","sarna","es","B86"
"143131","Crusted Scabies","en","B86"
"143131","sarna en crosta","es","B86"
"143089","Cutaneous Acariasis","en","B86"
"143089","acariasis cutánea","es","B86"
"137479","Infection by Caryospora","en","B89"
"137479","infección por Caryospora","es","B89"
"137490","Infection by Besnoitia","en","B89"
"137490","infección por Besnoitia","es","B89"
"137405","Infection by Microspora","en","B89"
"137405","infección por Microspora","es","B89"
"137408","Infection by Meningonema","en","B89"
"137408","infección por Meningonema","es","B89"
"148599","Anthropozoonosis","en","B89"
"148599","antropozoonosis","es","B89"
"137512","Infection by Algae","en","B89"
"137512","infección por algas","es","B89"
"137762","Immunosuppression-Related Infectious Disease","en","B89"
"137762","enfermedad infecciosa relacionada con inmunosupresión","es","B89"
"137845","Ill-Defined Infectious Disease","en","B89"
"137845","enfermedad infecciosa mal definida","es","B89"
"137943","Icthyoparasitism","en","B89"
"137943","ictioparasitismo","es","B89"
"143036","Cyclozoonosis","en","B89"
"143036","ciclozoonosis","es","B89"
"137256","Infective Pneumonia","en","B89"
"137256","neumonía infecciosa","es","B89"
"137286","Infectious and/or Communicable Disease of Undetermined Etiology","en","B89"
"137286","enfermedad infecciosa Y/O contagiosa de etiología no determinada","es","B89"
"137370","Infection by Prototheca Zopfi","en","B89"
"137370","infección por Prototheca zopfi","es","B89"
"137371","Infection by Prototheca Wickerhamii","en","B89"
"137371","infección por Prototheca wickerhamii","es","B89"
"137372","Infection by Prototheca Segbwema","en","B89"
"137372","infección por Prototheca segbwema","es","B89"
"125300","Superimposed Infection","en","B89"
"125300","infección sobreagregada","es","B89"
"149385","Adiaspiromycosis due to Emmonsia Parva","en","B89"
"149385","adiaspiromicosis por Emmonsia parva","es","B89"
"149386","Adiaspiromycosis due to Emmonsia Crescens","en","B89"
"149386","adiaspiromicosis por Emmonsia crescens","es","B89"
"136613","Intraerythrocytic Parasitosis by Nuttallia","en","B89"
"136613","parasitosis intraeritrocítica por Nuttallia","es","B89"
"136614","Intraerythrocytic Parasitosis by Entopolypoides","en","B89"
"136614","parasitosis intraeritrocítica por Entopolypoides","es","B89"
"117019","Other Encephalitis due to Infection Classified Elsewhere","en","B89"
"125670","Subclinical Infection","en","B89"
"125670","infección subclínica","es","B89"
"124285","Transmissible Disease","en","B89"
"124285","enfermedad, transmisible","es","B89"
"125741","Subacute Infectious Disease","en","B89"
"125741","enfermedad infecciosa subaguda","es","B89"
"125742","Subacute Hemorrhagic Leukoencephalitis","en","B89"
"125742","leucoencefalitis hemorrágica subaguda","es","B89"
"122085","Acute Disseminated Encephalomyelitis","en","B89"
"122085","encefalomielitis diseminada aguda","es","B89"
"127180","Saprozoonosis","en","B89"
"127180","saprozoonosis","es","B89"
"132666","Nosocomial Infectious Disease","en","B89"
"132666","enfermedad infecciosa nosocomial","es","B89"
"110605","Infectious Myelitis","en","B89"
"133538","Myospherulosis","en","B89"
"133538","mioesferulosis","es","B89"
"134237","Metazoonosis","en","B89"
"134237","metazoonosis","es","B89"
"130826","Parasitic Pericarditis","en","B89"
"130826","pericarditis parasitaria","es","B89"
"130835","Parasitic Conjunctivitis","en","B89"
"130835","conjuntivitis parasitaria","es","B89"
"134651","Masked Infection","en","B89"
"134651","infección enmascarada","es","B89"
"135673","Localized Infection","en","B89"
"135673","infección localizada","es","B89"
"113932","Postinfectious Myelitis","en","B89"
"113932","mielitis posinfecciosa","es","B89"
"113933","Post Infectious Encephalomyelitis","en","B89"
"113933","encefalomielitis posinfecciosa","es","B89"
"141157","Epidemic Disease","en","B89"
"141157","enfermedad epidémica","es","B89"
"148949","Amphixenosis","en","B89"
"148949","anfixenosis","es","B89"
"128159","Pulmonary Adiaspiromycosis","en","B89"
"128159","adiaspiromicosis pulmonar","es","B89"
"128329","Protozoan Myocarditis","en","B89"
"128329","miocarditis por protozoarios","es","B89"
"128330","Protothecosis","en","B89"
"128330","prototecosis","es","B89"
"135359","Malarial Nephrosis","en","B54"
"135359","nefrosis palúdica","es","B54"
"135360","Malarial Hepatitis","en","B54"
"135360","hepatitis palúdica","es","B54"
"124925","Therapeutically Induced Malaria","en","B54"
"124925","paludismo inducido en forma terapéutica","es","B54"
"137565","Induced Malaria","en","B54"
"137565","paludismo inducido","es","B54"
"134041","Mixed Malaria","en","B54"
"134041","paludismo mixto","es","B54"
"116125","Malarial Fever","en","B54"
"116125","fiebre palúdica","es","B54"
"123","MALARIA","en","B54"
"123","paludismo","es","B54"
"906","UNSPECIFIED MALARIA","en","B54"
"906","paludismo","es","B54"
"906","CLINICAL MALARIA","en","B54"
"906","MALARIA","en","B54"
"906","MALARIA, CLINICAL","en","B54"
"906","MALARIA, PRESUMED","en","B54"
"138283","Hyperimmune Malarious Splenomegaly","en","B54"
"138283","esplenomegalia palúdica hiperinmunitaria","es","B54"
"138283","hyper-reactive malarial splenomegaly","en","B54"
"138283","tropical splenomegaly","en","B54"
"131377","Other malaria","en","B54"
"127719","Remittent Fever","en","B54"
"127719","fiebre remitente","es","B54"
"116392","Laryngotracheobronchitis","en","J40"
"116392","laringotraqueobronquitis","es","J40"
"120857","Catarrhal Bronchitis","en","J40"
"120857","bronquitis catarral","es","J40"
"112292","Tracheobronchitis","en","J40"
"112292","traqueobronquitis","es","J40"
"121365","Wheezy Bronchitis","en","J40"
"121365","bronquitis asmática","es","J40"
"154953","acute exacerbation of chronic bronchitis","en","J42"
"120677","Chronic Wheezy Bronchitis","en","J42"
"140014","Follicular Bronchiolitis","en","J42"
"140014","bronquiolitis folicular","es","J42"
"145158","Chronic Tracheobronchitis","en","J42"
"145158","traqueobronquitis crónica","es","J42"
"145159","Chronic Tracheitis","en","J42"
"145159","traqueítis crónica","es","J42"
"121372","Asthma with status asthmaticus","en","J46"
"121372","asma con estado de mal asmático","es","J46"
"121372","Acute severe asthma","en","J46"
"158648","recurrent bronchiectasis","en","J47"
"145682","Childhood Bronchiectasis","en","J47"
"145682","bronquiectasia de la niñez","es","J47"
"127222","Saccular Bronchiectasis","en","J47"
"127222","bronquiectasia sacular","es","J47"
"146891","Bronchial Diverticulum","en","J47"
"146891","divertículo bronquial","es","J47"
"139688","Fusiform Bronchiectasis","en","J47"
"139688","bronquiectasia fusiforme","es","J47"
"122175","Acquired Tracheobronchomegaly with Bronchiectasis","en","J47"
"122175","bronquiectasia adquirida","es","J47"
"143035","Cylindrical Bronchiectasis","en","J47"
"143035","bronquiectasia cilíndrica","es","J47"
"146888","Bronchiolectasis","en","J47"
"146888","bronquiolectasia","es","J47"
"149353","Adult Bronchiectasis","en","J47"
"149353","bronquiectasia en el adulto","es","J47"
"124389","Traction Bronchiectasis","en","J47"
"124389","bronquiectasia por tracción","es","J47"
"148602","Anthracosilicosis","en","J60"
"148602","antracosilicosis","es","J60"
"121406","Asbestosis","en","J61"
"121406","asbestosis","es","J61"
"144608","Collagenous Pneumoconiosis","en","J64"
"144608","neumoconiosis fibrosante","es","J64"
"147460","Benign Pneumoconiosis","en","J64"
"147460","neumoconiosis benigna","es","J64"
"126497","Silicotuberculosis","en","J65"
"126497","silicotuberculosis","es","J65"
"154329","viral rash","en","B09"
"127329","Roseolar Erythema","en","B09"
"127329","eritema roseolar","es","B09"
"1","Anemia due to Blood Loss","en","D62"
"1","Anemia por pérdida de sangre","es","D62"
"1","ANEMIA, BLOOD LOSS","en","D62"
"121626","ANEMIA DUE TO BLOOD LOSS","en","D62"
"121626","anemia por pérdida de sangre","es","D62"
"138912","Haemophilia","en","D66"
"138912","hemofilia","es","D66"
"126625","Severe Haemophilia A","en","D66"
"126625","enfermedad por deficiencia hereditaria severa de factor VIII","es","D66"
"134154","Mild Haemophilia A","en","D66"
"134154","enfermedad por deficiencia hereditaria leve de factor VIII","es","D66"
"140803","Factor VIII Deficiency","en","D66"
"140803","deficiencia de factor VIII","es","D66"
"134020","Moderate Haemophilia A","en","D66"
"134020","enfermedad por deficiencia hereditaria moderada de factor VIII","es","D66"
"131698","Ornithosis with Other Specified Complications","en","A70"
"131697","Ornithosis with Pneumonia","en","A70"
"131697","ornitosis con neumonía","es","A70"
"114711","Ornithosis with Complication","en","A70"
"114711","ornitosis con complicación","es","A70"
"155295","bilateral pleural effusion","en","J90"
"141306","Encysted Pleurisy","en","J90"
"141306","pleuresía tabicada","es","J90"
"140835","Exudative Pleurisy","en","J90"
"140835","pleuritis exudativa","es","J90"
"125818","Streptococcal Pleurisy with Effusion","en","J90"
"125818","pleuresía estreptocócica con derrame","es","J90"
"125955","Staphylococcal Pleurisy with Effusion","en","J90"
"125955","pleuresía estafilocócica con derrame","es","J90"
"130030","Pneumococcal Pleurisy with Effusion","en","J90"
"130030","pleuresía neumocócica con derrame","es","J90"
"148009","Bacterial Pleurisy with Effusion","en","J90"
"148009","pleuresía bacteriana con derrame","es","J90"
"129466","Post Poliomyelitis Syndrome","en","B91"
"129466","síndrome secundario a poliomielitis","es","B91"
"137263","Infective Dermatitis of Eyelid Resulting in Deformity","en","B99"
"137263","dermatitis infecciosa del párpado que provoca deformidad","es","B99"
"137264","Infective Dermatitis of Eyelid","en","B99"
"137264","dermatitis infecciosa del párpado","es","B99"
"117057","Arthropathy Associated with Infectious and Parasitic Disease","en","B99"
"140823","Facial Erysipelas","en","B99"
"140823","erisipelas faciales","es","B99"
"121442","Arthropathy Associated with Other Infectious and Parasitic Diseases, Site Unspecified","en","B99"
"140952","Exanthematous Infectious Disease","en","B99"
"140952","enfermedad infecciosa exantematosa","es","B99"
"142179","Disease of Presumed Infectious Origin","en","B99"
"142179","enfermedad de origen presuntamente infeccioso","es","B99"
"143502","Contagious Disease","en","B99"
"143502","enfermedad contagiosa","es","B99"
"142304","Dilated Cardiomyopathy Secondary to Infection","en","B99"
"142304","miocardiopatía dilatada secundaria a una infección","es","B99"
"144544","Communicable Disease","en","B99"
"144544","enfermedad transmisible","es","B99"
"147049","Botryomycosis","en","B99"
"147049","botriomicosis","es","B99"
"145047","Clinical Infection","en","B99"
"145047","infección clínica","es","B99"
"145326","Chronic Infectious Disease","en","B99"
"145326","enfermedad infecciosa crónica","es","B99"
"151673","Infectious Disease","en","B99"
"151673","enfermedad infecciosa","es","B99"
"141653","Dust-Borne Infectious Disease","en","B99"
"141653","enfermedad infecciosa transmitida por el polvo","es","B99"
"139510","Genital Infection","en","B99"
"139510","infección genital","es","B99"
"149729","Acute Infectious Disease","en","B99"
"149729","enfermedad infecciosa aguda","es","B99"
"117163","Healthcare-Associated Infection","en","B99"
"122739","Zooanthroponosis","en","B99"
"122739","zooantroponosis","es","B99"
"158453","post-streptococcal reactive arthritis","en","B99"
"158842","soft tissue infection","en","B99"
"110503","Post-Infective Arthritis","en","B99"
"110503","artritis posinfecciosa","es","B99"
"117109","Infection with Drug-Resistant Microorganisms","en","B99"
"117109","infección por organismo resistente","es","B99"
"151685","Drug Resistance","en","B99"
"151685","resistencia a un fármaco","es","B99"
"117112","Infection with Microorganisms Resistant to Antimycobacterial Agents with Resistance to Multiple Antimycobacterial Agents","en","B99"
"117112","infección por micobacteria resistente a múltiples agentes antimicobacterianos","es","B99"
"117114","Infection with Microorganisms Resistant to Sulfonamides","en","B99"
"117114","infección debida a organismo resistente a sulfonamida","es","B99"
"137288","Infection Resistant to Penicillin","en","B99"
"137288","infección resistente a penicilina","es","B99"
"141323","Enanthematous Infectious Disease","en","B99"
"141323","enfermedad infecciosa enantematosa","es","B99"
"128913","Primary Malignant Neoplasm of Junctional Zone of Tongue","en","C01"
"128913","neoplasia maligna de la zona de unión de la lengua","es","C01"
"128913","neoplasia maligna primaria de la zona de unión de la lengua","es","C01"
"134833","Malignant Tumor of Junctional Zone of Tongue","en","C01"
"134833","neoplasia maligna de la lengua, zona de unión","es","C01"
"135220","Malignant Neoplasm of Base of Tongue Dorsal Surface","en","C01"
"135220","neoplasia maligna de la cara dorsal de la base de la lengua","es","C01"
"134888","Malignant Tumor of Base of Tongue","en","C01"
"134888","tumor maligno de la base de la lengua","es","C01"
"146284","Carcinoma of Base of Tongue","en","C01"
"146284","carcinoma de la base de la lengua","es","C01"
"146204","Carcinoma of Tongue Base - Dorsal Surface","en","C01"
"146204","carcinoma de base de lengua - cara dorsal","es","C01"
"155114","ankylosing spondylitis with multisystem involvement","en","M45"
"144527","Complete Ankylosis of the Spine","en","M45"
"144527","anquilosis completa de la columna vertebral","es","M45"
"134802","Malignant Tumor of Parotid Gland","en","C07"
"134802","tumor maligno de la glándula parótida","es","C07"
"146223","Carcinoma of Parotid Gland","en","C07"
"146223","carcinoma de la glándula parótida","es","C07"
"134786","Malignant Tumor of Pyriform Fossa","en","C12"
"134786","tumor maligno de la fosa piriforme","es","C12"
"128118","Pulmonary Insufficiency Following Trauma","en","J80"
"158009","non-cardiogenic pulmonary edema","en","J81"
"128102","Pulmonary Venous Congestion","en","J81"
"128102","congestión venosa pulmonar","es","J81"
"128121","Pulmonary Hypostasis","en","J81"
"128121","hipostasia pulmonar","es","J81"
"128140","Pulmonary Congestion and Hypostasis","en","J81"
"128140","congestión e hipostasis pulmonar","es","J81"
"128141","Pulmonary Congestion","en","J81"
"128141","congestión pulmonar","es","J81"
"145201","Chronic Pulmonary Edema","en","J81"
"145201","edema pulmonar crónico","es","J81"
"145202","Chronic Pulmonary Congestion","en","J81"
"145202","congestión pulmonar crónica","es","J81"
"121856","Acute Pulmonary Edema","en","J81"
"121856","edema agudo de pulmón","es","J81"
"142303","Dilated Cardiomyopathy Secondary to Infiltration","en","J82"
"142303","miocardiopatía dilatada secundaria a infiltración","es","J82"
"126463","Simple Pulmonary Eosinophilia","en","J82"
"126463","síndrome de Löffler","es","J82"
"124089","Tropical Pulmonary Eosinophilia","en","J82"
"124089","hipereosinofilia filariásica","es","J82"
"149089","Allergic Pneumonia","en","J82"
"149089","neumonía alérgica","es","J82"
"154965","acute necrotizing pyelonephritis","en","N10"
"149468","Acute Viral Tubulointerstitial Nephritis","en","N10"
"149468","nefritis tubulointersticial aguda viral","es","N10"
"149485","Acute Tubulointerstitial Nephritis Associated with Systemic Infection","en","N10"
"149485","nefritis tubulointersticial aguda asociada con infección sistémica","es","N10"
"149726","Acute Infectious Tubulointerstitial Nephritis","en","N10"
"149726","nefritis tubulointersticial infecciosa aguda","es","N10"
"149797","Acute Fungal Tubulointerstitial Nephritis","en","N10"
"149797","nefritis tubulointersticial aguda por hongos","es","N10"
"149851","Acute Drug-Induced Tubulointerstitial Nephritis","en","N10"
"149851","nefritis tubulointersticial aguda medicamentosa","es","N10"
"149556","Acute Pyelitis with Renal Medullary Necrosis","en","N10"
"149556","pielitis aguda con necrosis medular renal","es","N10"
"149554","Acute pyelonephritis","en","N10"
"149554","pielonefritis aguda","es","N10"
"149555","Acute Pyelitis without Renal Medullary Necrosis","en","N10"
"149555","pielitis aguda sin necrosis medular renal","es","N10"
"149557","Acute Pyelitis","en","N10"
"149557","pielitis aguda","es","N10"
"149553","Acute Pyelonephritis without Medullary Necrosis","en","N10"
"149553","pielonefritis aguda sin necrosis medular","es","N10"
"122015","Nephritis, Interstitial","en","N10"
"122015","nefritis intersticial aguda","es","N10"
"148580","Anti-GBM T.I.N.","en","N12"
"148580","nefritis tubulointersticial mediada por anticuerpos anti - membrana basal glomerular","es","N12"
"122816","Xanthogranulomatous Pyelonephritis","en","N12"
"122816","pielonefritis xantogranulomatosa","es","N12"
"140566","Familial Interstitial Nephritis","en","N12"
"140566","nefritis intersticial familiar","es","N12"
"122110","Pyelonephritis","en","N12"
"122110","pielonefritis","es","N12"
"111634","Pyelocystitis","en","N12"
"128043","Pyelitis Glandularis","en","N12"
"128043","pielitis glandular","es","N12"
"113471","Pyelitis","en","N12"
"113471","pielitis","es","N12"
"110524","Emphysematous Pyelonephritis","en","N12"
"110524","pielonefritis enfisematosa","es","N12"
"123555","Uremia","en","N19"
"123555","uremia","es","N19"
"123550","Uraemic Convulsion","en","N19"
"123550","convulsión urémica","es","N19"
"123551","Uremic Coma","en","N19"
"123551","coma urémico","es","N19"
"123553","Uraemic Acidosis","en","N19"
"123553","acidosis urémica","es","N19"
"145471","Chronic Cervicitis with Ectropion","en","N72"
"145471","cervicitis crónica con ectropión","es","N72"
"145472","Chronic Cervicitis","en","N72"
"145472","cervicitis crónica","es","N72"
"149830","Acute Endocervicitis","en","N72"
"149830","endocervicitis aguda","es","N72"
"149873","Acute Cervicitis","en","N72"
"149873","cervicitis aguda","es","N72"
"145784","Cervicitis with Erosion","en","N72"
"145784","cervicitis con erosión","es","N72"
"145785","Cervicitis with Ectropion","en","N72"
"145785","cervicitis con ectropión","es","N72"
"145412","Chronic Endocervicitis with Erosion","en","N72"
"145412","endocervicitis crónica con erosión","es","N72"
"145413","Chronic Endocervicitis with Ectropion","en","N72"
"145413","endocervicitis crónica con ectropión","es","N72"
"145414","Chronic Endocervicitis","en","N72"
"145414","endocervicitis crónica","es","N72"
"145453","Chronic Cystic Cervicitis","en","N72"
"145453","cervicitis quística crónica","es","N72"
"145470","Chronic Cervicitis with Erosion","en","N72"
"145470","cervicitis crónica con erosión","es","N72"
"141287","Endocervicitis with Erosion","en","N72"
"141287","endocervicitis con erosión","es","N72"
"141288","Endocervicitis with Ectropion","en","N72"
"141288","endocervicitis con ectropión","es","N72"
"141289","Endocervicitis","en","N72"
"141289","endocervicitis","es","N72"
"124310","Transient Hypertension of Pregnancy with Postnatal Complication","en","O13"
"124310","hipertensión transitoria del embarazo con complicaciones posparto","es","O13"
"124311","Transient Hypertension of Pregnancy - Not Delivered","en","O13"
"124311","hipertensión transitoria del embarazo - no nacido","es","O13"
"124312","Transient Hypertension of Pregnancy - Delivered with Postnatal Complication","en","O13"
"124312","hipertensión transitoria del embarazo - nacido con complicación posnatal","es","O13"
"124313","Transient Hypertension of Pregnancy - Delivered","en","O13"
"124313","hipertensión transitoria del embarazo - nacido","es","O13"
"159240","unspecified maternal hypertension, postpartum condition or complication","en","O16"
"113858","Hypertension Complicating Pregnancy, Childbirth, or the Puerperium","en","O16"
"113858","hipertensión que complica el embarazo, parto y puerperio","es","O16"
"132823","Non-Proteinuric Hypertension of Pregnancy","en","O16"
"132823","hipertensión del embarazo sin proteinuria","es","O16"
"146206","Carcinoma of the Rectosigmoid Junction","en","C19"
"146206","carcinoma de la unión rectosigmoide","es","C19"
"134785","Malignant Tumor of Rectum","en","C20"
"134785","tumor maligno del recto","es","C20"
"149438","Carcinoma of Rectum","en","C20"
"149438","adenocarcinoma del recto","es","C20"
"146251","Carcinoma of Gallbladder","en","C23"
"146251","carcinoma de vesícula biliar","es","C23"
"134848","Malignant Tumor of Gallbladder","en","C23"
"134848","tumor maligno de la vesícula biliar","es","C23"
"135206","Malignant Neoplasm of Cartilage of Trachea","en","C33"
"135206","neoplasia maligna del cartílago traqueal","es","C33"
"134753","Malignant Tumor of Trachea","en","C33"
"134753","tumor maligno de la tráquea","es","C33"
"135097","Malignant Neoplasm of Mucosa of Trachea","en","C33"
"135097","neoplasia maligna de la mucosa traqueal","es","C33"
"159302","vitiligo capitis","en","L80"
"148417","Arthropathy Associated with Mycoses, of the Forearm","en","B49"
"148417","artropatía asociada con micosis, del antebrazo","es","B49"
"139737","Fungal Infection of Brain","en","B49"
"139737","hongo cerebral","es","B49"
"148413","Arthropathy Associated with Mycoses, of the Shoulder Region","en","B49"
"148413","artropatía asociada con micosis, de la región del hombro","es","B49"
"148419","Arthropathy Associated with Mycoses, of Multiple Sites","en","B49"
"148419","artropatía asociada con micosis, de múltiples localizaciones","es","B49"
"148416","Arthropathy Associated with Mycoses, of the Hand","en","B49"
"148416","artropatía asociada con micosis, de la mano","es","B49"
"148412","Arthropathy Associated with Mycoses, of the Upper Arm","en","B49"
"148412","artropatía asociada con micosis, del brazo","es","B49"
"142308","Dilated Cardiomyopathy Secondary to Fungal Myocarditis","en","B49"
"142308","miocardiopatía dilatada secundaria a miocarditis fúngica","es","B49"
"148418","Arthropathy Associated with Mycoses, of the Ankle and/or Foot","en","B49"
"148418","artropatía asociada con micosis, del tobillo y el pie","es","B49"
"155032","allergic fungal sinusitis","en","B49"
"156442","fungemia","en","B49"
"117944","Fungal Infection of Cornea","en","B49"
"137434","Infection by Geotrichum Candidum","en","B49"
"137434","infección por Geotrichum candidum","es","B49"
"139738","Fungal Granuloma","en","B49"
"139738","granuloma fúngico","es","B49"
"139741","Mycotic Arthritis","en","B49"
"139741","artritis micótica","es","B49"
"133583","Mycotic Pericarditis","en","B49"
"133583","pericarditis micótica","es","B49"
"111204","Deep Fungal Infection","en","B49"
"111204","micosis profunda","es","B49"
"125079","Fungaemia","en","B49"
"125079","micosis sistémica","es","B49"
"140207","Fibroadenoma of Prostate","en","N40"
"140207","fibroadenoma de próstata","es","N40"
"134486","Median Bar of Prostate","en","N40"
"134486","barra mediana de la próstata","es","N40"
"136134","Enlarged Prostate","en","N40"
"110661","Benign Prostatic Hypertrophy without Lower Urinary Tract Symptoms","en","N40"
"128356","Prostatism","en","N40"
"128356","prostatismo","es","N40"
